,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,Survivors,seating_capacity,State,City
60972,20060801X01069,Accident,CHI06CA180,2006-07-03,"JEFFERSON CITY, MO",United States,JEF,Jefferson City Memorial Arpt.,Non-Fatal,Substantial,Airplane,N43060,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,7,3,piper pa28161,pa-28,,4-seater,MO,JEFFERSON CITY
60977,20060712X00925,Accident,NYC06FA169,2006-07-05,"BLOCK ISLAND, RI",United States,BID,Block Island State,Fatal(3),Substantial,Airplane,N5012S,piper,pa28r200,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,2006,7,5,piper pa28r200,pa-28,,4-seater,RI,BLOCK ISLAND
60988,20060810X01152,Accident,ANC06FA089,2006-07-06,"Manley Hot Spng, AK",United States,,,Fatal(1),Destroyed,Airplane,N9026W,piper,pa28,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,2006,7,6,piper pa28,pa-28,,4-seater,AK,Manley Hot Spng
60994,20060810X01150,Accident,CHI06CA185,2006-07-07,"SULLIVAN, IL",United States,,,Non-Fatal,Substantial,Airplane,N7349G,cessna,172k,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,2006,7,7,cessna 172k,172,,4-seater,IL,SULLIVAN
60998,20060814X01162,Accident,CHI06CA183,2006-07-08,"BALTIMORE, OH",United States,,,Non-Fatal,Substantial,Airplane,N335SP,cessna,172s,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2006,7,8,cessna 172s,172,,4-seater,OH,BALTIMORE
60999,20060814X01160,Accident,CHI06CA182,2006-07-08,"WATERFORD, OH",United States,,,Non-Fatal,Substantial,Airplane,N7805G,cessna,172l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,7,8,cessna 172l,172,,4-seater,OH,WATERFORD
61009,20060818X01210,Accident,CHI06LA212,2006-07-09,"GRAND RAPIDS, MN",United States,,,Non-Fatal,Substantial,Airplane,N736VM,cessna,r172k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,7,9,cessna r172k,172,,4-seater,MN,GRAND RAPIDS
61013,20060829X01254,Accident,DFW06CA179,2006-07-10,"GEORGETOWN, TX",United States,GTU,Georgetown Municipal Airport,Non-Fatal,Substantial,Airplane,N8164J,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,2006,7,10,piper pa28161,pa-28,,4-seater,TX,GEORGETOWN
61022,20060817X01201,Accident,CHI06CA227,2006-07-11,"CAHOKIA, IL",United States,CPS,St. Louis Downtown Airport,Non-Fatal,Substantial,Airplane,N1725V,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,7,11,cessna 172m,172,,4-seater,IL,CAHOKIA
61032,20060908X01323,Accident,CHI06CA189,2006-07-13,"WATERFORD, MI",United States,,,Non-Fatal,Substantial,Airplane,N918TA,cessna,172r,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,7,13,cessna 172r,172,,4-seater,MI,WATERFORD
61033,20060816X01183,Accident,ANC06LA101,2006-07-13,"BIG LAKE, AK",United States,,,Non-Fatal,Substantial,Airplane,N5560T,cessna,172e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,2006,7,13,cessna 172e,172,,4-seater,AK,BIG LAKE
61035,20060803X01081,Accident,LAX06LA230,2006-07-14,"PACOIMA, CA",United States,WHP,Whiteman,Non-Fatal,Substantial,Airplane,N25512,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,2006,7,14,cessna 152,152,,2-seater,CA,PACOIMA
61039,20060816X01179,Accident,ATL06CA105,2006-07-14,"GRIFFIN, GA",United States,6A2,GRIFFIN-SPALDING COUNTY,Non-Fatal,Substantial,Airplane,N546CA,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,7,14,piper pa28161,pa-28,,4-seater,GA,GRIFFIN
61040,20060720X00970,Accident,NYC06LA179,2006-07-14,"Pompton Lakes, NJ",United States,CDW,Essex County Airport,Fatal(1),Destroyed,Airplane,N4792D,cessna,172n,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,2006,7,14,cessna 172n,172,,4-seater,NJ,Pompton Lakes
61078,20060724X00991,Accident,DFW06FA187,2006-07-19,"Petal, MS",United States,,Private Airstrip,Fatal(2),Destroyed,Airplane,N738KE,cessna,172n,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,2006,7,19,cessna 172n,172,,4-seater,MS,Petal
61089,20060802X01075,Accident,LAX06LA251,2006-07-22,"GRASS VALLEY, CA",United States,KGOO,Grass Valley,Non-Fatal,Substantial,Airplane,N2115R,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,7,22,piper pa28161,pa-28,,4-seater,CA,GRASS VALLEY
61090,20060815X01176,Accident,DFW06CA190,2006-07-22,"WOODWORTH, LA",United States,1R4,Woodworth Airport,Non-Fatal,Substantial,Airplane,N9952W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,2006,7,22,piper pa28140,pa-28,,4-seater,LA,WOODWORTH
61113,20060804X01089,Accident,CHI06FA184,2006-07-24,"BROOKVILLE, IN",United States,,,Fatal(1),Substantial,Airplane,N8829U,cessna,172f,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,2006,7,24,cessna 172f,172,,4-seater,IN,BROOKVILLE
61125,20060908X01319,Accident,LAX06CA245,2006-07-26,"NAPA, CA",United States,KAPC,Napa County Airport,Non-Fatal,Substantial,Airplane,N60816,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,Maneuvering,Probable Cause,2006,7,26,cessna 150j,150,,2-seater,CA,NAPA
61127,20060818X01213,Accident,CHI06CA204,2006-07-26,"WADSWORTH, OH",United States,,,Non-Fatal,Substantial,Airplane,N739TG,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,2006,7,26,cessna 172n,172,,4-seater,OH,WADSWORTH
61147,20060901X01281,Accident,SEA06CA148,2006-07-29,"AMERICAN FALLS, ID",United States,U01,American Falls,Non-Fatal,Substantial,Airplane,N8707U,cessna,172f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2006,7,29,cessna 172f,172,,4-seater,ID,AMERICAN FALLS
61148,20060914X01337,Accident,NYC06CA189,2006-07-29,"POUGHKEEPSIE, NY",United States,,,Non-Fatal,Substantial,Airplane,N97650,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,7,29,cessna 172p,172,,4-seater,NY,POUGHKEEPSIE
61160,20060918X01359,Accident,ANC06LA104,2006-07-30,"ANCHORAGE, AK",United States,,,Non-Fatal,Substantial,Airplane,N738LJ,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,2006,7,30,cessna 172n,172,,4-seater,AK,ANCHORAGE
61176,20060923X01382,Accident,LAX06CA252,2006-08-03,"SAN ANDREAS, CA",United States,CPU,Calaveras County,Non-Fatal,Substantial,Airplane,N12626,cessna,172m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,2006,8,3,cessna 172m,172,,4-seater,CA,SAN ANDREAS
61179,20060928X01414,Accident,ATL06CA117,2006-08-03,"THOMSON, GA",United States,KHQU,Thomson-McDuffie Co Airport,Non-Fatal,Substantial,Airplane,N124CK,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,8,3,cessna 172s,172,,4-seater,GA,THOMSON
61180,20060928X01412,Accident,ATL06CA116,2006-08-03,"AUGUSTA, GA",United States,KAGS,Augusta Regional-Bush Field,Non-Fatal,Substantial,Airplane,N20965,cessna,172m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,8,3,cessna 172m,172,,4-seater,GA,AUGUSTA
61186,20060923X01383,Accident,LAX06CA253,2006-08-04,"GASQUET, CA",United States,0O9,Ward Field,Non-Fatal,Substantial,Airplane,N5262R,cessna,172m,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Approach,Probable Cause,2006,8,4,cessna 172m,172,,4-seater,CA,GASQUET
61197,20060831X01267,Accident,NYC06CA196,2006-08-05,"WINDSOR, NH",United States,23NH,Windswept Airport,Non-Fatal,Substantial,Airplane,N73672,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,8,5,cessna 172n,172,,4-seater,NH,WINDSOR
61240,20060915X01348,Accident,CHI06CA229,2006-08-12,"JAMESTOWN, ND",United States,,,Non-Fatal,Substantial,Airplane,N17015,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,8,12,cessna 150,150,,2-seater,ND,JAMESTOWN
61241,20060911X01327,Accident,ANC06CA114,2006-08-12,"PALATKA, FL",United States,28J,Palatka Municipal,Non-Fatal,Substantial,Airplane,N2469U,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,2006,8,12,cessna 172,172,,4-seater,FL,PALATKA
61244,20060928X01411,Accident,ATL06CA120,2006-08-13,"BUNN, NC",United States,,,Non-Fatal,Substantial,Airplane,N6882G,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,2006,8,13,cessna 150l,150,,2-seater,NC,BUNN
61249,20060817X01189,Accident,MIA06CA112,2006-08-14,"CRYSTAL RIVER, FL",United States,CGC,Crystal River,Non-Fatal,Substantial,Airplane,N7255G,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,8,14,cessna 150l,150,,2-seater,FL,CRYSTAL RIVER
61257,20060831X01270,Accident,CHI06CA239,2006-08-16,"NAPOLEON, MI",United States,3NP,NAPOLEON,Non-Fatal,Substantial,Airplane,N4008Q,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,8,16,piper pa28181,pa-28,,4-seater,MI,NAPOLEON
61268,20060823X01228,Accident,LAX06LA265,2006-08-18,"RED BLUFF, CA",United States,RBL,Red Bluff Municipal Airport,Non-Fatal,Substantial,Airplane,C-GOBC,cessna,a150m,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,2006,8,18,cessna a150m,150,,2-seater,CA,RED BLUFF
61279,20060828X01249,Accident,DFW06LA199,2006-08-19,"HOUSTON, TX",United States,AXH,HOUSTON-SOUTHWEST,Non-Fatal,Substantial,Airplane,N82078,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,1.0,VMC,Climb,Probable Cause,2006,8,19,piper pa28161,pa-28,4.0,4-seater,TX,HOUSTON
61281,20061006X01474,Accident,ATL06CA123,2006-08-19,"CHESTER, SC",United States,9A6,Chester Municipal Airport,Non-Fatal,Substantial,Airplane,N51887,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,8,19,cessna 172p,172,,4-seater,SC,CHESTER
61300,20061005X01469,Accident,NYC06CA210,2006-08-23,"WEST MILFORD, NJ",United States,4N1,Greenwood Lake Airport,Non-Fatal,Substantial,Airplane,N4583T,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,8,23,piper pa28r200,pa-28,,4-seater,NJ,WEST MILFORD
61310,20060927X01407,Accident,DFW06CA202,2006-08-25,"GAINESVILLE, TX",United States,,,Non-Fatal,Substantial,Airplane,N6102Q,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,8,25,cessna 152,152,,2-seater,TX,GAINESVILLE
61334,20070823X01230,Accident,ATL06CA124,2006-08-29,"WINDER, GA",United States,WDR,WINDER,Non-Fatal,Substantial,Airplane,N856CP,cessna,172r,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,2006,8,29,cessna 172r,172,,4-seater,GA,WINDER
61336,20061005X01465,Accident,ANC06CA127,2006-08-29,"HEALY, AK",United States,,,Non-Fatal,Substantial,Airplane,N5375R,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,2006,8,29,cessna 172,172,,4-seater,AK,HEALY
61339,20061114X01657,Accident,LAX06CA281,2006-08-31,"SPANISH SPRINGS, NV",United States,N86,Spanish Springs,Non-Fatal,Substantial,Airplane,N97306,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,2006,8,31,cessna 172p,172,,4-seater,NV,SPANISH SPRINGS
61346,20061114X01659,Accident,LAX06CA282,2006-09-02,"AUBURN, CA",United States,AUN,Auburn Muni,Non-Fatal,Substantial,Airplane,N4813T,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Takeoff,Probable Cause,2006,9,2,piper pa28140,pa-28,,4-seater,CA,AUBURN
61349,20060912X01330,Accident,NYC06LA214,2006-09-02,"Shelby Gap, KY",United States,K22,Big Sandy Regional Airport,Fatal(1),Destroyed,Airplane,N6401G,cessna,150k,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,2006,9,2,cessna 150k,150,,2-seater,KY,Shelby Gap
61353,20060929X01427,Accident,MIA06CA134,2006-09-03,"PENSACOLA, FL",United States,82J,Ferguson Airport,Non-Fatal,Substantial,Airplane,N1210F,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Go-around,Probable Cause,2006,9,3,cessna 172n,172,,4-seater,FL,PENSACOLA
61362,20061027X01571,Accident,NYC06CA221,2006-09-04,"BALTIMORE, MD",United States,KMTN,Martin State Airport,Non-Fatal,Substantial,Airplane,N65659,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,9,4,cessna 172p,172,,4-seater,MD,BALTIMORE
61367,20060917X01355,Accident,NYC06FA215,2006-09-04,"Penhook, VA",United States,,,Fatal(2),Destroyed,Airplane,N2932J,cessna,150g,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,2006,9,4,cessna 150g,150,,2-seater,VA,Penhook
61372,20061010X01489,Accident,SEA06CA178,2006-09-06,"LAUREL, MT",United States,NONE,Private airstrip,Non-Fatal,Substantial,Airplane,N6581T,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,2006,9,6,cessna 150,150,,2-seater,MT,LAUREL
61430,20060922X01374,Accident,CHI06LA263,2006-09-17,"PROSPECT HEIGHT, IL",United States,PWK,PALWAUKEE MUNI,Non-Fatal,Substantial,Airplane,N560DH,piper,pa28140,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,2006,9,17,piper pa28140,pa-28,,4-seater,IL,PROSPECT HEIGHT
61433,20061211X01769,Accident,SEA06LA193,2006-09-18,"LANTANA, FL",United States,KLNA,Palm Beach County Airpark,Non-Fatal,Substantial,Airplane,N24403,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,9,18,cessna 152,152,,2-seater,FL,LANTANA
61441,20061024X01553,Accident,ANC06CA135,2006-09-19,"Anchorage, AK",United States,,,Non-Fatal,Destroyed,Airplane,N7745E,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,2006,9,19,cessna 150,150,,2-seater,AK,Anchorage
61450,20061114X01661,Accident,SEA06CA187,2006-09-22,"NAPLES, FL",United States,APF,NAPLES MUNI,Non-Fatal,Substantial,Airplane,N320CP,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,9,22,cessna 172s,172,,4-seater,FL,NAPLES
61459,20061012X01509,Accident,SEA06CA186,2006-09-23,"PEMBROKE PINE, FL",United States,HWO,North Perry Airport,Non-Fatal,Substantial,Airplane,N45945,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,9,23,cessna 152,152,,2-seater,FL,PEMBROKE PINE
61468,20061013X01511,Accident,ANC06CA138,2006-09-24,"PALMER, AK",United States,,,Non-Fatal,Substantial,Airplane,N7939B,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2006,9,24,cessna 172,172,,4-seater,AK,PALMER
61472,20061017X01526,Accident,DEN06CA134,2006-09-26,"BENNETT, CO",United States,,,Non-Fatal,Substantial,Airplane,N93873,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2006,9,26,cessna 152,152,,2-seater,CO,BENNETT
61488,20071212X01929,Accident,NYC06CA232,2006-09-30,"CAMBRIDGE, MD",United States,CGE,Cambridge-Dorchester Airport,Non-Fatal,Substantial,Airplane,N61WT,cessna,172s,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,9,30,cessna 172s,172,,4-seater,MD,CAMBRIDGE
61506,20061013X01520,Accident,CHI07CA003,2006-10-05,"FARGO, ND",United States,,,Non-Fatal,Substantial,Airplane,N275ND,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,10,5,piper pa28161,pa-28,,4-seater,ND,FARGO
61512,20061114X01664,Accident,LAX07CA007,2006-10-06,"GLENDALE, AZ",United States,GEU,Glendale Municipal,Non-Fatal,Substantial,Airplane,N97811,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,10,6,cessna 172p,172,,4-seater,AZ,GLENDALE
61518,20061103X01603,Accident,MIA07CA002,2006-10-07,"JAY, FL",United States,12J,Brewton,Non-Fatal,Substantial,Airplane,N1425Y,cessna,172c,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,2006,10,7,cessna 172c,172,,4-seater,FL,JAY
61519,20061016X01523,Accident,ATL07LA004,2006-10-07,"ALABASTER, AL",United States,KEET,Shelby County Airport,Non-Fatal,Substantial,Airplane,N70SR,piper,pa28r180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,10,7,piper pa28r180,pa-28,,4-seater,AL,ALABASTER
61526,20061020X01549,Accident,CHI07CA004,2006-10-08,"ST CHARLES, MO",United States,3SQ,St Charles,Non-Fatal,Substantial,Airplane,N4775D,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,10,8,cessna 172n,172,,4-seater,MO,ST CHARLES
61531,20061106X01615,Accident,CHI07CA006,2006-10-09,"GRAND RAPIDS, MN",United States,,,Non-Fatal,Substantial,Airplane,N739XK,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,10,9,cessna 172n,172,,4-seater,MN,GRAND RAPIDS
61540,20061031X01584,Accident,SEA07LA007,2006-10-11,"LEBANON, OR",United States,S30,Lebanon State,Non-Fatal,Substantial,Airplane,N8122T,piper,pa28r201t,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,10,11,piper pa28r201t,pa-28,,4-seater,OR,LEBANON
61582,20070327X00329,Accident,MIA07CA007,2006-10-20,"UMATILLA, FL",United States,X23,Umatilla Municipal,Non-Fatal,Substantial,Airplane,N10772,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Go-around,Probable Cause,2006,10,20,cessna 150l,150,,2-seater,FL,UMATILLA
61587,20061207X01747,Accident,MIA07CA008,2006-10-21,"ORMOND BEACH, FL",United States,KOMN,Ormond Beach Municipal,Non-Fatal,Substantial,Airplane,N401ER,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,10,21,cessna 172s,172,,4-seater,FL,ORMOND BEACH
61596,20061204X01730,Accident,LAX07LA016,2006-10-22,"PRUNEDALE, CA",United States,,Off Airport,Non-Fatal,Substantial,Airplane,N45929,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,2006,10,22,cessna 152,152,,2-seater,CA,PRUNEDALE
61615,20061204X01724,Accident,NYC07CA013,2006-10-27,"LANCASTER, PA",United States,LNS,Lancaster Airport,Non-Fatal,Substantial,Airplane,N68727,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,10,27,cessna 152,152,,2-seater,PA,LANCASTER
61622,20061109X01631,Accident,CHI07CA012,2006-10-28,"MARYVILLE, MO",United States,,,Non-Fatal,Substantial,Airplane,N8196B,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Landing,Probable Cause,2006,10,28,cessna 172,172,,4-seater,MO,MARYVILLE
61625,20061204X01725,Accident,NYC07CA014,2006-10-29,"MORGANTOWN, WV",United States,MGW,Morgantown Municipal Airport,Non-Fatal,Substantial,Airplane,N952AC,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,2006,10,29,cessna 172n,172,,4-seater,WV,MORGANTOWN
61626,20061101X01593,Accident,CHI07LA010,2006-10-29,"MONROE CITY, IN",United States,PVT,,Non-Fatal,Substantial,Airplane,N23175,cessna,150h,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Climb,Probable Cause,2006,10,29,cessna 150h,150,,2-seater,IN,MONROE CITY
61632,20061114X01672,Accident,SEA07LA013,2006-10-31,"RICHFIELD, UT",United States,KRIF,Richfield Municipal Airport,Non-Fatal,Substantial,Airplane,N2097G,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,10,31,cessna 172s,172,,4-seater,UT,RICHFIELD
61635,20061204X01726,Accident,NYC07CA019,2006-10-31,"WAKEFIELD, VA",United States,AKQ,Wakefield Municipal Airport,Non-Fatal,Substantial,Airplane,N20931,cessna,172m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,2006,10,31,cessna 172m,172,,4-seater,VA,WAKEFIELD
61644,20061120X01692,Accident,NYC07LA021,2006-11-02,"MCHENRY, MD",United States,,,Non-Fatal,Substantial,Airplane,N7953F,cessna,150f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,11,2,cessna 150f,150,,2-seater,MD,MCHENRY
61658,20061109X01633,Accident,DFW07FA019,2006-11-05,"Hominy, OK",United States,,,Fatal(2),Destroyed,Airplane,N53443,cessna,172s,No,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,2006,11,5,cessna 172s,172,,4-seater,OK,Hominy
61664,20070227X00233,Accident,DFW07LA022A,2006-11-07,"MONROE, LA",United States,KMLU,Monroe Regional Airport,Non-Fatal,Substantial,Airplane,N94684,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2006,11,7,cessna 152,152,,2-seater,LA,MONROE
61668,20070227X00233,Accident,DFW07LA022B,2006-11-07,"Monroe, LA",United States,KMLU,Monroe Regional Airport,Non-Fatal,Minor,Airplane,N94553,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2006,11,7,cessna 152,152,,2-seater,LA,Monroe
61682,20061117X01685,Accident,MIA07LA014,2006-11-11,"DEFUNIAK SPRING, FL",United States,54J,DeFuniak Springs,Non-Fatal,Substantial,Airplane,N50977,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2006,11,11,cessna 150j,150,,2-seater,FL,DEFUNIAK SPRING
61695,20061114X01671,Accident,SEA07LA017,2006-11-14,"CALDWELL, ID",United States,EUL,CALDWELL,Non-Fatal,Substantial,Airplane,N2390T,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2006,11,14,piper pa28140,pa-28,,4-seater,ID,CALDWELL
61703,20061214X01791,Accident,CHI07CA025,2006-11-16,"ANKENY, IA",United States,ROS,Rush City Regional,Non-Fatal,Substantial,Airplane,N1374F,cessna,172g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,11,16,cessna 172g,172,,4-seater,IA,ANKENY
61716,20061218X01803,Accident,MIA07CA019,2006-11-19,"NEW SMYRNA, FL",United States,KEVB,New Smyrna Beach Municipal,Non-Fatal,Substantial,Airplane,N53095,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,11,19,cessna 172s,172,,4-seater,FL,NEW SMYRNA
61717,20061124X01712,Accident,LAX07LA039,2006-11-19,"SAN DIEGO, CA",United States,MYF,Montgomery Field,Non-Fatal,Substantial,Airplane,N28RJ,cessna,172rg,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,2006,11,19,cessna 172rg,172,,4-seater,CA,SAN DIEGO
61718,20070112X00050,Accident,LAX07CA038,2006-11-19,"GRAND CANYON, AZ",United States,40G,Valle Airport,Non-Fatal,Substantial,Airplane,N8477F,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,2006,11,19,piper pa28140,pa-28,,4-seater,AZ,GRAND CANYON
61721,20061127X01714,Accident,CHI07FA026,2006-11-20,"Wellington, IL",United States,,,Fatal(1),Destroyed,Airplane,N8990W,piper,pa28235,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,2006,11,20,piper pa28235,pa-28,,4-seater,IL,Wellington
